"PERSONS" "WARD" "QUESTION" "MAILGRP" "PHONEGRP" "PERSNGRP" "APPEAL" "CONTACT" "MAILINGS" "AGE" "MAJORPTY" "VOTE960" "VOTE961" "MAILCALL" "VOTED98" "PHNSCRPT" "DISMC" "DISPHN" "PHNC" "PHNTRT1" "PHNTRT2" "PHNC1" "PHNC2" "NEW" "phone" "AGE2"
"24308" 1 "20" 1 0 0 0 2 0 0 33 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"24310" 1 "21" 1 0 0 0 2 0 0 51 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"24311" 1 "16" 0 0 0 0 1 0 0 20 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4
"24314" 1 "29" 1 0 0 0 2 0 0 62 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 38.44
"24323" 1 "14" 0 0 0 0 3 0 0 58 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 33.64
"24324" 2 "20" 1 0 0 0 3 0 0 49 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 24.01
"24325" 1 "20" 1 0 0 0 3 0 0 21 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 4.41
"24329" 2 "21" 1 0 0 0 2 0 0 39 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 15.21
"24331" 1 "5" 1 0 0 0 1 0 0 52 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 27.04
"24335" 1 "11" 0 0 0 0 1 0 0 72 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 51.84
"24342" 1 "28" 0 0 0 0 2 0 0 70 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 49
"24343" 2 "6" 1 0 0 0 3 0 0 70 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 49
"24344" 1 "14" 1 0 0 0 3 0 0 29 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 8.41
"24349" 2 "11" 0 0 0 0 2 0 0 45 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 20.25
"24352" 2 "17" 1 0 0 0 1 0 0 94 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 88.36
"24354" 2 "8" 1 0 0 0 1 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"24357" 1 "11" 0 0 0 0 3 0 0 81 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 65.61
"24358" 1 "27" 1 0 0 0 1 0 0 30 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 9
"24359" 1 "7" 0 0 0 0 1 0 0 21 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4.41
"24361" 1 "9" 1 0 0 0 2 0 0 40 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 16
"24362" 1 "24" 0 0 0 0 2 0 0 41 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16.81
"24364" 2 "25" 1 0 0 0 1 0 0 83 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 68.89
"24366" 2 "17" 1 0 0 0 3 0 0 86 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 73.96
"24368" 1 "12" 1 0 0 0 3 0 0 19 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 3.61
"24369" 1 "25" 0 0 0 0 2 0 0 51 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"24370" 1 "14" 0 0 0 0 2 0 0 73 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 53.29
"24371" 1 "11" 0 0 0 0 1 0 0 77 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 59.29
"24372" 2 "14" 0 0 0 0 2 0 0 40 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16
"24374" 1 "27" 1 0 0 0 2 0 0 31 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 9.61
"24375" 1 "10" 1 0 0 0 3 0 0 44 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"24377" 1 "17" 0 0 0 0 3 0 0 61 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 37.21
"24383" 2 "17" 1 0 0 0 2 0 0 29 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"24384" 1 "9" 0 0 0 0 1 0 0 65 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 42.25
"24385" 1 "14" 1 0 0 0 1 0 0 24 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 5.76
"24386" 1 "3" 1 0 0 0 1 0 0 40 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 16
"24387" 1 "12" 1 0 0 0 1 0 0 36 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 12.96
"24391" 2 "6" 0 0 0 0 3 0 0 64 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 40.96
"24392" 2 "14" 1 0 0 0 1 0 0 56 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 31.36
"24393" 1 "24" 1 0 0 0 2 0 0 20 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 4
"24397" 1 "12" 1 0 0 0 2 0 0 39 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 15.21
"24398" 1 "16" 1 0 0 0 3 0 0 81 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 65.61
"24400" 1 "16" 0 0 0 0 2 0 0 42 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 17.64
"24402" 1 "16" 0 0 0 0 1 0 0 49 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 24.01
"24403" 1 "21" 0 0 0 0 3 0 0 34 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"24405" 1 "4" 1 0 0 0 2 0 0 19 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 3.61
"24406" 1 "6" 0 0 0 0 1 0 0 50 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 25
"24408" 1 "15" 1 0 0 0 1 0 0 32 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 10.24
"24413" 1 "17" 1 0 0 0 2 0 0 45 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 20.25
"24415" 2 "4" 1 0 0 0 2 0 0 38 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"24416" 2 "6" 1 0 0 0 3 0 0 51 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"24419" 1 "13" 0 0 0 0 1 0 0 39 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 15.21
"24420" 1 "14" 1 0 0 0 1 0 0 37 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"24421" 1 "4" 1 0 0 0 1 0 0 44 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 19.36
"24425" 1 "15" 1 0 0 0 2 0 0 65 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 42.25
"24428" 1 "15" 0 0 0 0 1 0 0 46 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 21.16
"24429" 1 "5" 0 0 0 0 3 0 0 46 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 21.16
"24431" 2 "26" 1 0 0 0 3 0 0 45 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"24434" 1 "26" 1 0 0 0 2 0 0 50 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 25
"24438" 1 "12" 0 0 0 0 3 0 0 46 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 21.16
"24441" 1 "11" 0 0 0 0 3 0 0 73 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"24446" 1 "16" 0 0 0 0 3 0 0 34 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"24448" 1 "11" 0 0 0 0 2 0 0 51 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 26.01
"24449" 1 "10" 0 0 0 0 3 0 0 34 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"24450" 1 "19" 1 0 0 0 2 0 0 88 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 77.44
"24452" 1 "10" 1 0 0 0 3 0 0 35 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 12.25
"24453" 2 "13" 1 0 0 0 2 0 0 45 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 20.25
"24454" 2 "4" 0 0 0 0 3 0 0 66 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 43.56
"24456" 1 "27" 0 0 0 0 3 0 0 52 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 27.04
"24457" 1 "10" 1 0 0 0 1 0 0 40 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16
"24464" 1 "29" 1 0 0 0 1 0 0 84 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 70.56
"24467" 1 "21" 1 0 0 0 1 0 0 36 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 12.96
"24470" 1 "9" 0 0 0 0 3 0 0 27 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"24475" 2 "3" 1 0 0 0 1 0 0 81 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 65.61
"24479" 1 "14" 1 0 0 0 1 0 0 74 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 54.76
"24482" 1 "4" 1 0 0 0 1 0 0 69 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 47.61
"24485" 2 "24" 1 0 0 0 3 0 0 37 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"24486" 2 "12" 1 0 0 0 1 0 0 69 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 47.61
"24487" 2 "23" 1 0 0 0 3 0 0 56 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 31.36
"24488" 2 "25" 1 0 0 0 3 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"24493" 1 "12" 1 0 0 0 2 0 0 65 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 42.25
"24494" 1 "12" 1 0 0 0 2 0 0 70 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 49
"24495" 2 "13" 1 0 0 0 1 0 0 38 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 14.44
"24496" 1 "16" 0 0 0 0 2 0 0 60 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 36
"24497" 2 "5" 1 0 0 0 3 0 0 57 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 32.49
"24498" 1 "5" 0 0 0 0 3 0 0 34 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 11.56
"24500" 1 "6" 1 0 0 0 3 0 0 38 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"24502" 1 "5" 0 0 0 0 3 0 0 52 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 27.04
"24503" 1 "26" 1 0 0 0 3 0 0 34 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"24504" 2 "11" 0 0 0 0 1 0 0 68 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"24505" 2 "11" 0 0 0 0 1 0 0 68 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"24512" 2 "20" 1 0 0 0 1 0 0 33 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"24513" 1 "5" 1 0 0 0 3 0 0 33 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 10.89
"24514" 1 "3" 1 0 0 0 3 0 0 68 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 46.24
"24515" 2 "5" 1 0 0 0 3 0 0 55 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 30.25
"24516" 1 "24" 0 0 0 0 3 0 0 38 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 14.44
"24517" 1 "7" 1 0 0 0 2 0 0 55 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 30.25
"24519" 2 "9" 1 0 0 0 2 0 0 21 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 4.41
"24520" 1 "23" 1 0 0 0 3 0 0 54 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 29.16
"24521" 2 "28" 1 0 0 0 2 0 0 42 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 17.64
"24523" 1 "17" 1 0 0 0 1 0 0 81 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 65.61
"24524" 1 "6" 1 0 0 0 3 0 0 87 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 75.69
"24525" 1 "11" 1 0 0 0 1 0 0 88 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 77.44
"24526" 1 "22" 0 0 0 0 2 0 0 35 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 12.25
"24527" 1 "11" 1 0 0 0 3 0 0 80 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 64
"24528" 1 "14" 1 0 0 0 2 0 0 32 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"24529" 1 "7" 0 0 0 0 2 0 0 26 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"24530" 1 "7" 0 0 0 0 1 0 0 33 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 10.89
"24534" 2 "9" 1 0 0 0 3 0 0 32 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 10.24
"24537" 1 "11" 1 0 0 0 1 0 0 72 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 51.84
"24541" 1 "18" 1 0 0 0 1 0 0 76 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 57.76
"24545" 1 "19" 1 0 0 0 2 0 0 30 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"24547" 1 "25" 0 0 0 0 2 0 0 66 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 43.56
"24549" 1 "26" 1 0 0 0 1 0 0 64 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 40.96
"24552" 1 "17" 0 0 0 0 2 0 0 22 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 4.84
"24554" 1 "18" 1 0 0 0 2 0 0 84 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"24555" 1 "29" 1 0 0 0 2 0 0 87 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 75.69
"24557" 2 "14" 0 0 0 0 3 0 0 39 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 15.21
"24558" 2 "14" 0 0 0 0 2 0 0 48 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"24560" 1 "14" 0 0 0 0 3 0 0 37 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"24561" 1 "11" 0 0 0 0 1 0 0 75 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 56.25
"24562" 1 "25" 1 0 0 0 2 0 0 29 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 8.41
"24566" 2 "17" 0 0 0 0 3 0 0 32 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 10.24
"24568" 1 "6" 1 0 0 0 3 0 0 68 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 46.24
"24569" 2 "17" 1 0 0 0 2 0 0 72 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 51.84
"24570" 2 "18" 1 0 0 0 1 0 0 69 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 47.61
"24571" 2 "17" 1 0 0 0 1 0 0 62 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 38.44
"24572" 1 "19" 0 0 0 0 1 0 0 57 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 32.49
"24573" 2 "17" 0 0 0 0 2 0 0 71 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 50.41
"24577" 2 "26" 1 0 0 0 3 0 0 46 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 21.16
"24578" 1 "25" 0 0 0 0 2 0 0 24 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 5.76
"24579" 1 "18" 1 0 0 0 1 0 0 80 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 64
"24580" 1 "18" 1 0 0 0 2 0 0 51 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 26.01
"24582" 1 "25" 1 0 0 0 1 0 0 60 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 36
"24583" 2 "25" 0 0 0 0 2 0 0 40 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 16
"24584" 2 "25" 1 0 0 0 3 0 0 44 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"24585" 2 "6" 1 0 0 0 1 0 0 90 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 81
"24586" 2 "24" 0 0 0 0 2 0 0 78 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 60.84
"24587" 2 "12" 1 0 0 0 3 0 0 64 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 40.96
"24588" 1 "18" 1 0 0 0 1 0 0 90 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 81
"24589" 1 "24" 0 0 0 0 2 0 0 73 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"24591" 2 "27" 1 0 0 0 3 0 0 39 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 15.21
"24592" 1 "18" 1 0 0 0 2 0 0 38 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"24593" 1 "30" 1 0 0 0 1 0 0 56 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 31.36
"24594" 2 "25" 1 0 0 0 2 0 0 84 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 70.56
"24595" 1 "12" 1 0 0 0 3 0 0 28 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 7.84
"24596" 1 "17" 0 0 0 0 3 0 0 26 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"24599" 2 "14" 0 0 0 0 3 0 0 81 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 65.61
"24601" 2 "24" 1 0 0 0 2 0 0 81 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 65.61
"24602" 1 "17" 1 0 0 0 3 0 0 79 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 62.41
"24608" 1 "25" 1 0 0 0 1 0 0 68 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"24613" 2 "24" 0 0 0 0 3 0 0 59 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 34.81
"24614" 2 "3" 1 0 0 0 2 0 0 57 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 32.49
"24621" 2 "30" 1 0 0 0 2 0 0 29 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 8.41
"24625" 1 "18" 1 0 0 0 2 0 0 64 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 40.96
"24626" 1 "9" 1 0 0 0 2 0 0 58 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 33.64
"24627" 1 "22" 1 0 0 0 2 0 0 27 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.29
"24628" 1 "13" 0 0 0 0 2 0 0 60 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 36
"24630" 1 "27" 1 0 0 0 2 0 0 76 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 57.76
"24631" 1 "22" 1 0 0 0 2 0 0 33 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 10.89
"24633" 1 "11" 0 0 0 0 2 0 0 80 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 64
"24635" 1 "2" 1 0 0 0 1 0 0 44 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 19.36
"24636" 2 "16" 1 0 0 0 2 0 0 28 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"24643" 1 "12" 1 0 0 0 2 0 0 43 1 1 0 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"24644" 2 "18" 0 0 0 0 1 0 0 37 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"24647" 2 "13" 1 0 0 0 3 0 0 37 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"24650" 2 "12" 1 0 0 0 3 0 0 80 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 64
"24651" 2 "25" 1 0 0 0 2 0 0 30 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 9
"24652" 1 "23" 1 0 0 0 1 0 0 37 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 13.69
"24655" 1 "13" 1 0 0 0 2 0 0 35 0 0 0 0 1 0 99 99 0 0 0 0 0 1 0 12.25
"24656" 1 "12" 1 0 0 0 3 0 0 55 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 30.25
"24657" 2 "17" 0 0 0 0 1 0 0 27 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 7.29
"24658" 1 "27" 1 0 0 0 3 0 0 58 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 33.64
"24662" 1 "25" 1 0 0 0 1 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"24664" 2 "18" 0 0 0 0 2 0 0 60 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 36
"24666" 2 "18" 1 0 0 0 1 0 0 83 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 68.89
"24667" 2 "2" 0 0 0 0 2 0 0 36 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 12.96
"24669" 2 "17" 1 0 0 0 1 0 0 26 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 6.76
"24672" 2 "10" 1 0 0 0 3 0 0 24 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 5.76
"24673" 1 "2" 1 0 0 0 1 0 0 23 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 5.29
"24674" 1 "7" 0 0 0 0 2 0 0 25 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 6.25
"24678" 1 "30" 1 0 0 0 1 0 0 43 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 18.49
"24679" 1 "27" 1 0 0 0 1 0 0 30 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 9
"24681" 1 "21" 0 0 0 0 3 0 0 30 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 9
"24685" 1 "7" 0 0 0 0 1 0 0 73 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 53.29
"24687" 1 "10" 0 0 0 0 3 0 0 32 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 10.24
"24689" 2 "28" 1 0 0 0 1 0 0 68 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 46.24
"24694" 1 "11" 0 0 0 0 3 0 0 91 0 1 0 0 0 0 99 99 0 0 0 0 0 0 0 82.81
"24695" 1 "10" 0 0 0 0 1 0 0 31 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 9.61
"24697" 1 "27" 0 0 0 0 3 0 0 37 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 13.69
"24698" 1 "18" 1 0 0 0 1 0 0 86 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 73.96
"24699" 2 "17" 1 0 0 0 1 0 0 40 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 16
"24700" 2 "13" 1 0 0 0 3 0 0 44 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 19.36
"24703" 1 "11" 1 0 0 0 1 0 0 47 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 22.09
"24704" 1 "12" 1 0 0 0 2 0 0 26 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 6.76
"24707" 1 "15" 0 0 0 0 1 0 0 54 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 29.16
"24708" 2 "27" 1 0 0 0 3 0 0 46 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 21.16
"24719" 2 "26" 1 0 0 0 3 0 0 87 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 75.69
"24720" 1 "10" 1 0 0 0 1 0 0 29 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 8.41
"24721" 1 "24" 1 0 0 0 3 0 0 34 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 11.56
"24723" 1 "13" 1 0 0 0 3 0 0 48 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 23.04
"24728" 1 "27" 1 0 0 0 1 0 0 47 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 22.09
"24729" 1 "5" 0 0 0 0 3 0 0 35 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 12.25
"24730" 1 "25" 1 0 0 0 1 0 0 29 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"24737" 2 "26" 1 0 0 0 2 0 0 47 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 22.09
"24738" 1 "25" 0 0 0 0 2 0 0 44 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 19.36
"24740" 2 "9" 1 0 0 0 2 0 0 73 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 53.29
"24742" 1 "14" 1 0 0 0 2 0 0 29 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 8.41
"24743" 1 "26" 1 0 0 0 2 0 0 47 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 22.09
"24744" 1 "13" 0 0 0 0 1 0 0 34 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 11.56
"24745" 2 "18" 1 0 0 0 3 0 0 71 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 50.41
"24752" 1 "14" 0 0 0 0 2 0 0 42 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 17.64
"24753" 1 "14" 1 0 0 0 1 0 0 71 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 50.41
"24758" 1 "25" 0 0 0 0 3 0 0 20 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 4
"24759" 2 "8" 1 0 0 0 3 0 0 43 1 0 1 0 1 0 99 99 0 0 0 0 0 0 0 18.49
"24761" 2 "26" 1 0 0 0 3 0 0 58 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 33.64
"24763" 2 "13" 1 0 0 0 3 0 0 36 0 1 0 0 1 0 99 99 0 0 0 0 0 0 0 12.96
"24765" 1 "2" 0 0 0 0 2 0 0 41 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 16.81
"24766" 1 "27" 0 0 0 0 1 0 0 38 1 1 0 0 0 0 99 99 0 0 0 0 0 0 0 14.44
"24768" 1 "16" 0 0 0 0 3 0 0 75 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 56.25
"24770" 1 "16" 1 0 0 0 1 0 0 42 1 0 0 0 1 0 99 99 0 0 0 0 0 1 0 17.64
"24771" 1 "10" 1 0 0 0 1 0 0 28 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 7.84
"24772" 2 "20" 1 0 0 0 3 0 0 84 1 0 1 0 0 0 99 99 0 0 0 0 0 0 0 70.56
"24773" 2 "24" 1 0 0 0 1 0 0 52 0 0 1 0 1 0 99 99 0 0 0 0 0 0 0 27.04
"24777" 1 "15" 1 0 0 0 3 0 0 34 1 0 0 0 0 0 99 99 0 0 0 0 0 1 0 11.56
"24778" 1 "13" 0 0 0 0 1 0 0 36 0 0 1 0 0 0 99 99 0 0 0 0 0 0 0 12.96
"24784" 2 "7" 1 0 0 0 2 0 0 47 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 22.09
"24786" 1 "28" 1 0 0 0 2 0 0 23 0 0 0 0 0 0 99 99 0 0 0 0 0 1 0 5.29
